MS Zoning,Street,Land Contour,Neighborhood,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Foundation,1st Flr SF,Gr Liv Area,Kitchen Qual,Garage Cars,SalePrice
RL,Pave,Lvl,CollgCr,1Fam,SFoyer,5,1996,1996,PConc,965,965,TA,2,159000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,1997,1998,PConc,892,1692,TA,2,191000
RL,Pave,Lvl,CollgCr,1Fam,2Story,6,1998,1998,PConc,804,1682,Gd,2,200500
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1977,2004,CBlock,1026,1026,TA,1,150000
RL,Pave,Lvl,CollgCr,1Fam,2Story,6,1977,1977,CBlock,689,1392,TA,1,161750
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1976,1976,CBlock,894,894,TA,1,128200
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1972,1972,CBlock,876,876,TA,2,127000
RL,Pave,Lvl,CollgCr,1Fam,1Story,8,2003,2003,PConc,1978,1978,Gd,3,318000
RL,Pave,Lvl,CollgCr,1Fam,1Story,8,2001,2002,PConc,1601,1601,Gd,2,272000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2003,2003,PConc,941,1829,Gd,2,237000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,1997,1997,PConc,1044,2098,Gd,2,240000
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,1998,1998,PConc,1661,1661,Gd,2,224900
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2003,2003,PConc,848,848,Gd,2,143750
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2004,2004,PConc,848,848,Gd,2,143000
RL,Pave,Lvl,CollgCr,1Fam,1Story,8,2003,2003,PConc,1668,1668,Gd,2,232000
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2004,2005,PConc,1484,1484,Gd,2,213000
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2004,2004,PConc,1414,1414,Gd,2,185500
RL,Pave,Lvl,Edwards,1Fam,1Story,3,1945,2007,CBlock,640,640,TA,1,84900
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1954,1954,CBlock,992,992,TA,1,155891
RL,Pave,Lvl,Edwards,Duplex,1Story,5,1965,1965,CBlock,1664,1664,TA,0,100000
RL,Pave,Low,Edwards,1Fam,1Story,5,1968,1968,CBlock,1196,1196,TA,1,144000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,4,1948,1950,CBlock,792,1120,Fa,2,64000
RL,Pave,Lvl,Edwards,1Fam,SLvl,6,1975,1975,CBlock,1096,1096,TA,1,125200
RL,Pave,Lvl,Edwards,1Fam,SLvl,6,1976,1976,CBlock,1117,1117,TA,2,107000
RL,Pave,HLS,Edwards,1Fam,1Story,4,1958,1958,CBlock,960,960,TA,0,90000
RM,Pave,Lvl,Edwards,1Fam,1Story,4,2003,2004,PConc,1121,1121,TA,2,140000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,6,1945,1950,CBlock,798,1487,TA,1,113000
RL,Pave,Lvl,Edwards,2fmCon,1.5Fin,4,1941,1950,BrkTil,672,924,Fa,1,80000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1957,2002,CBlock,1526,1526,TA,1,144500
RL,Pave,Bnk,SWISU,1Fam,1Story,5,1924,1999,BrkTil,1296,1296,Fa,1,104000
RL,Pave,Bnk,SWISU,1Fam,2Story,6,1915,1950,PConc,841,1647,Fa,1,128000
RL,Pave,Lvl,Edwards,1Fam,1Story,3,1914,1950,BrkTil,864,864,TA,1,58500
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,5,1924,1950,BrkTil,1026,1691,Gd,1,127000
RL,Pave,Lvl,SWISU,1Fam,1Story,6,1939,1950,CBlock,856,856,TA,2,126000
RH,Pave,Lvl,SWISU,Duplex,2Story,4,1967,1967,Slab,862,2650,TA,0,160000
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,5,1931,1950,PConc,894,1666,TA,0,100000
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,6,1919,1990,PConc,1699,2447,Gd,1,169000
RL,Pave,Lvl,Crawfor,1Fam,1.5Fin,7,1941,1985,BrkTil,1225,2133,TA,1,257500
RL,Pave,Lvl,Crawfor,Duplex,2Story,5,1950,1991,CBlock,1102,2177,TA,2,215000
RL,Pave,Lvl,Crawfor,1Fam,2Story,7,1941,2006,Stone,1188,2340,Gd,1,266500
RL,Pave,Lvl,Crawfor,1Fam,1Story,7,1959,2002,PConc,1902,1902,Ex,2,335000
RL,Pave,Lvl,Crawfor,1Fam,SLvl,7,1994,2007,PConc,896,1652,Gd,2,203135
RM,Pave,HLS,Blueste,TwnhsE,1Story,8,1989,1989,CBlock,1034,1034,Gd,2,185000
RM,Pave,HLS,Blueste,TwnhsE,1Story,8,1989,1989,CBlock,1191,1191,Gd,2,162500
RL,Pave,Lvl,Crawfor,1Fam,1Story,7,1959,1997,CBlock,1801,1801,TA,2,289000
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,4,1922,2007,BrkTil,796,1154,Gd,1,125500
RM,Pave,Lvl,IDOTRR,1Fam,1Story,2,1941,1950,BrkTil,540,540,TA,1,82000
RM,Pave,HLS,IDOTRR,1Fam,1.5Fin,6,1921,1975,BrkTil,727,1107,TA,1,110000
C (all),Pave,Lvl,IDOTRR,1Fam,1.5Fin,4,1920,1950,CBlock,698,1128,TA,2,68400
C (all),Pave,HLS,IDOTRR,1Fam,1.5Fin,4,1900,1950,Stone,859,1178,TA,1,102776
C (all),Grvl,Bnk,IDOTRR,1Fam,1Story,5,1952,1952,CBlock,1044,1044,Fa,2,55993
C (all),Grvl,Lvl,IDOTRR,1Fam,1Story,4,1896,1950,CBlock,952,952,TA,1,50138
RM,Pave,HLS,Crawfor,TwnhsE,1Story,8,2004,2005,PConc,1646,1646,Gd,2,246000
RL,Pave,Lvl,Mitchel,1Fam,2Story,8,1998,1999,PConc,1036,1916,Gd,3,254900
RL,Pave,Lvl,Mitchel,1Fam,SLvl,6,1977,1977,CBlock,1285,1285,Gd,2,190000
RL,Pave,Lvl,Mitchel,1Fam,1Story,7,2003,2003,PConc,1560,1560,Gd,2,201000
RL,Pave,Lvl,Mitchel,1Fam,SLvl,6,1976,1976,CBlock,1034,1034,TA,3,169900
RL,Pave,Lvl,Mitchel,Duplex,1Story,6,1976,1976,CBlock,2048,2048,TA,2,170000
RL,Pave,Bnk,Timber,1Fam,1Story,5,1948,1950,CBlock,1687,1687,TA,2,160000
RL,Pave,Lvl,Timber,1Fam,1Story,7,2008,2008,PConc,1346,1346,Gd,3,220000
RL,Pave,Lvl,Timber,1Fam,1Story,7,2009,2010,PConc,1214,1214,Gd,2,179781
RL,Pave,Lvl,Timber,1Fam,2Story,5,2006,2007,PConc,744,1444,TA,2,174000
RL,Pave,Lvl,Timber,1Fam,2Story,8,2009,2010,PConc,774,1968,Ex,3,269500
RL,Pave,Lvl,Timber,1Fam,2Story,7,2002,2003,PConc,824,1894,Gd,2,214900
RL,Pave,Lvl,Timber,1Fam,2Story,8,2002,2002,PConc,993,1908,Gd,2,202900
RL,Pave,HLS,Timber,1Fam,1Story,9,2008,2009,PConc,2018,2018,Ex,3,378500
RL,Pave,Bnk,Mitchel,1Fam,1Story,5,1965,1977,CBlock,1264,1264,TA,2,169000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,2004,2005,PConc,1430,1430,Gd,2,173500
RL,Pave,Low,Mitchel,Duplex,2Story,6,1971,1971,CBlock,912,1824,TA,0,139000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1999,1999,PConc,1344,1344,TA,2,166500
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,4,1973,1973,CBlock,546,1092,TA,1,83500
RM,Pave,Low,MeadowV,Twnhs,1Story,5,1973,1973,CBlock,945,945,TA,1,119500
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,5,1976,1976,CBlock,536,1112,TA,1,85000
RM,Pave,Lvl,MeadowV,Twnhs,2Story,4,1970,1970,CBlock,546,1092,TA,0,76000
RM,Pave,Lvl,MeadowV,TwnhsE,SFoyer,4,1972,1972,CBlock,630,630,TA,0,75500
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,4,1970,1970,CBlock,546,1092,TA,0,88250
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,4,1972,1972,CBlock,546,1092,TA,1,85500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1971,2004,CBlock,874,874,TA,1,130000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1962,1962,CBlock,1188,1188,TA,1,157900
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1984,1984,CBlock,833,833,Gd,2,149900
RL,Pave,Lvl,Mitchel,Duplex,2Story,5,1985,1986,PConc,1216,2432,TA,2,159000
RL,Pave,Lvl,Mitchel,1Fam,2Story,5,1991,1991,PConc,624,1274,TA,2,136000
RL,Pave,Lvl,Mitchel,1Fam,1.5Fin,5,1969,1969,CBlock,864,1479,TA,1,161000
RL,Pave,Lvl,Mitchel,1Fam,1Story,8,1994,1995,PConc,1803,1803,Gd,2,285000
RL,Pave,Lvl,Mitchel,1Fam,2Story,6,1993,1994,PConc,1152,1797,Gd,2,231000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1956,1956,CBlock,882,882,TA,1,124500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1974,1974,CBlock,1434,1434,TA,2,157000
RL,Pave,Lvl,NAmes,1Fam,SLvl,8,1972,1995,CBlock,2000,2704,Ex,2,345000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1997,1997,PConc,945,1608,TA,2,189500
RL,Pave,Lvl,Gilbert,1Fam,2Story,8,2003,2003,PConc,1008,2283,Gd,3,270000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,1996,1997,PConc,958,1628,TA,2,189000
RL,Pave,HLS,Gilbert,1Fam,1Story,9,2006,2007,PConc,1746,1746,Ex,3,377500
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,1995,1996,PConc,804,1474,TA,2,168500
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,2004,2005,PConc,2522,2522,Gd,2,375000
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,2000,2000,PConc,1659,1659,Ex,2,278000
RL,Pave,Lvl,StoneBr,1Fam,1Story,8,1998,1998,PConc,1478,1478,TA,2,240000
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,1995,1996,PConc,1734,1734,Gd,2,239500
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,1998,1998,PConc,751,1382,TA,2,177500
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1998,1998,PConc,885,1718,TA,2,185000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1998,1999,PConc,952,1636,TA,2,191000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1993,1994,PConc,799,1571,TA,2,178000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1993,1993,PConc,680,1470,TA,2,185000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1994,1995,PConc,707,1516,Gd,2,181316
RL,Pave,Lvl,Gilbert,1Fam,1Story,6,1993,1993,PConc,1190,1190,Gd,2,166000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1992,1993,PConc,808,1593,TA,2,178000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1994,1995,PConc,702,1481,TA,2,174000
RL,Pave,Lvl,Gilbert,1Fam,1Story,6,1992,1992,PConc,1167,1167,Gd,2,173000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1999,1999,PConc,1005,1983,Gd,2,225000
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,1990,1990,PConc,1442,1442,TA,2,180500
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,1984,1984,CBlock,1360,1360,Gd,2,187500
RL,Pave,Lvl,StoneBr,1Fam,1Story,9,2008,2009,PConc,2234,2234,Ex,3,501837
RL,Pave,Lvl,StoneBr,1Fam,1Story,8,2008,2008,PConc,2046,2046,Gd,3,372500
RL,Pave,Low,StoneBr,1Fam,1Story,7,2005,2005,PConc,1530,1530,Gd,2,260000
RL,Pave,Lvl,Gilbert,1Fam,2Story,5,1977,1977,PConc,946,1934,TA,2,185000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1980,1980,CBlock,1153,2353,Ex,2,260000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1979,1998,CBlock,1586,1586,TA,2,181000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1977,1977,CBlock,1411,1411,TA,2,82500
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1977,2000,CBlock,1602,1602,Gd,2,215000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1978,1978,CBlock,1154,2050,Gd,2,154000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1978,1986,PConc,1671,1671,TA,2,200000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1980,1991,CBlock,1539,2673,Gd,2,249000
RL,Pave,Lvl,NWAmes,1Fam,SLvl,7,1980,1980,CBlock,1472,1472,TA,2,187500
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1978,1998,PConc,1707,1707,TA,2,184000
RL,Pave,Lvl,NWAmes,1Fam,1Story,8,1981,1981,PConc,2524,2524,Gd,2,278000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1978,1978,CBlock,1601,1601,TA,2,157000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1976,1976,CBlock,1370,1370,TA,2,152000
RL,Pave,Lvl,NWAmes,1Fam,2Story,5,1976,1976,CBlock,1088,1868,Gd,2,197500
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2003,2003,PConc,1016,1884,Ex,2,240900
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2009,2009,PConc,832,1935,TA,2,263435
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2000,2001,PConc,1058,1874,Gd,2,220000
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2002,2002,PConc,972,1811,Gd,2,235000
RL,Pave,Lvl,NWAmes,1Fam,1Story,5,1975,1975,CBlock,1621,1621,TA,2,213000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1974,1974,CBlock,1116,1116,TA,2,167900
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1975,1975,CBlock,1193,1193,TA,2,158000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1974,1974,CBlock,1350,1350,TA,2,165000
RL,Pave,Lvl,NWAmes,1Fam,SLvl,6,1972,1972,CBlock,1378,2119,TA,2,158000
RL,Pave,Lvl,NAmes,Duplex,2Story,5,1974,1974,CBlock,896,1792,TA,0,136000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1970,1970,CBlock,1002,1002,TA,2,148500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1969,2005,CBlock,1026,1026,Gd,2,156000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1970,1970,CBlock,1180,1180,TA,2,128000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1971,1971,CBlock,1050,1050,TA,1,143000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1970,1970,CBlock,864,864,TA,2,76500
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1970,1970,CBlock,864,864,Gd,2,120500
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1970,1970,CBlock,864,864,TA,2,124500
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1971,1971,CBlock,864,864,TA,2,97000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1971,2006,CBlock,864,864,TA,2,130000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1973,1973,CBlock,483,987,TA,1,111000
RM,Pave,Lvl,BrDale,TwnhsE,2Story,5,1970,1970,CBlock,765,1365,TA,2,125000
RM,Pave,Lvl,BrDale,Twnhs,2Story,5,1971,1971,CBlock,630,1302,TA,1,112000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,1972,CBlock,483,987,TA,1,97000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,2007,CBlock,483,987,Gd,1,118000
RM,Pave,Lvl,BrDale,Twnhs,2Story,5,1972,1972,CBlock,630,1302,TA,1,119500
RL,Pave,Lvl,NPkVill,TwnhsE,1Story,6,1976,1976,CBlock,958,958,TA,2,143750
RL,Pave,Lvl,NPkVill,TwnhsE,2Story,6,1976,1976,CBlock,804,1548,TA,2,146000
RL,Pave,Lvl,NPkVill,Twnhs,2Story,6,1976,1976,CBlock,855,1456,TA,2,148500
RL,Pave,Lvl,NPkVill,Twnhs,1Story,7,1975,1975,CBlock,1055,1055,TA,2,123000
RL,Pave,Lvl,NPkVill,TwnhsE,2Story,6,1974,1974,CBlock,855,1322,TA,2,147000
RL,Pave,Lvl,NPkVill,Twnhs,2Story,6,1977,1977,CBlock,855,1456,TA,2,137900
RL,Pave,Lvl,NPkVill,TwnhsE,2Story,6,1978,1978,CBlock,804,1548,TA,2,147000
RL,Pave,Lvl,NPkVill,Twnhs,2Story,6,1978,1978,CBlock,855,1441,TA,2,148500
RL,Pave,Lvl,NPkVill,TwnhsE,2Story,6,1978,1978,CBlock,855,1456,TA,2,138000
RL,Pave,Lvl,NPkVill,TwnhsE,1Story,7,1976,1976,CBlock,836,836,TA,1,128500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1967,1967,CBlock,892,892,TA,1,100000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1966,2004,PConc,1120,1120,TA,2,148800
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2006,2007,PConc,1718,1718,Ex,3,337500
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2007,2007,PConc,1794,2772,Ex,3,462000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2008,2009,PConc,1966,3140,Ex,3,485000
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2008,2008,PConc,2402,2402,Ex,3,555000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2006,2007,PConc,1652,1652,Ex,2,325000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2007,2007,PConc,1600,1600,Gd,3,256300
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2008,2009,PConc,2042,2042,Ex,3,253293
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2009,2009,PConc,1365,2690,Ex,3,398800
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2008,2008,PConc,1130,2184,Ex,3,335000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2008,2008,PConc,2020,2020,Ex,3,404000
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2009,2009,CBlock,2020,2020,Ex,3,402861
RL,Pave,Lvl,NridgHt,1Fam,2Story,10,2008,2008,PConc,1728,2296,Ex,3,451950
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2007,2007,PConc,2674,2674,Ex,3,610000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2008,2009,PConc,1734,2822,Ex,3,582933
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2008,2008,PConc,1736,1736,Ex,3,360000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2004,2005,PConc,1782,1782,Gd,3,296000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2007,2007,PConc,1508,2520,Ex,3,409900
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2006,2006,PConc,1717,1717,Gd,3,255500
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2008,2008,PConc,1743,1743,Ex,3,335000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2004,2005,PConc,1713,1713,Ex,3,274900
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2006,2006,PConc,1531,1531,Ex,3,300000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2008,2008,PConc,1808,1808,Ex,3,324000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2004,2005,PConc,1462,2224,Ex,3,350000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2004,2005,PConc,1836,1836,Gd,3,280000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2003,2004,PConc,1629,1629,Gd,3,284000
RL,Pave,Lvl,NridgHt,1Fam,1Story,7,2003,2004,PConc,1760,1760,Gd,2,269500
RL,Pave,Lvl,NridgHt,1Fam,1Story,7,2009,2009,PConc,1502,1502,Gd,2,233170
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2003,2003,PConc,2392,2392,Ex,3,386250
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2003,2003,PConc,2452,2452,Ex,3,445000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2003,2004,PConc,1105,2400,Gd,3,290000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2006,2006,PConc,1606,1606,Gd,3,255900
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,6,2005,2005,PConc,1358,1358,Gd,2,213000
RL,Pave,Lvl,NridgHt,Twnhs,1Story,6,2005,2005,PConc,1306,1306,Gd,2,196000
RL,Pave,Lvl,NridgHt,Twnhs,1Story,6,2005,2005,PConc,1306,1306,Gd,2,184500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2007,2008,PConc,1358,1358,Gd,2,212500
RL,Pave,Lvl,NridgHt,Twnhs,1Story,7,2007,2008,PConc,1314,1314,Gd,2,230000
RL,Pave,HLS,NridgHt,1Fam,1Story,10,2004,2005,PConc,2492,2492,Ex,3,552000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2003,2004,PConc,2200,2200,Ex,3,382500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2008,2009,PConc,1884,1884,Ex,2,320000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2008,2008,PConc,1456,1456,Ex,2,248500
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2002,2003,PConc,1712,1712,Gd,3,286500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,8,2006,2006,PConc,1324,1324,Gd,2,254000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2003,2003,PConc,1405,1405,Gd,2,173000
RL,Pave,Lvl,NridgHt,Twnhs,2Story,7,2003,2004,PConc,764,1626,Gd,2,173000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2005,2005,PConc,728,1456,Gd,2,184000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2005,2006,PConc,745,1490,Gd,2,167800
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2005,2005,PConc,742,1484,Gd,2,174000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2005,2005,PConc,684,1560,Gd,2,174000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2007,2007,PConc,1555,1555,Gd,3,174000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2007,2007,PConc,1569,1569,Gd,3,175900
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2006,PConc,1555,1555,Gd,2,192500
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2006,PConc,1504,1504,Gd,2,181000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2006,PConc,1220,1220,Gd,2,180000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2006,PConc,1145,1145,Gd,2,160200
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2004,2005,PConc,716,1432,Gd,2,188500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2002,2002,PConc,1010,2267,Gd,2,200000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,2004,2005,PConc,744,1374,Gd,2,170000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2004,2005,PConc,868,1630,Gd,2,189500
RL,Pave,Lvl,Gilbert,1Fam,SLvl,8,2002,2002,PConc,779,1419,Gd,2,184100
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2004,2004,PConc,846,1594,Gd,2,195500
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2003,2003,PConc,806,1489,Gd,2,192000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2003,2003,PConc,698,1342,Gd,2,178000
RL,Pave,Lvl,NridgHt,Twnhs,1Story,7,2007,2008,PConc,1314,1314,Gd,2,207500
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2000,2000,PConc,980,2256,Gd,2,236000
RL,Pave,Lvl,Gilbert,1Fam,2Story,8,2002,2002,PConc,878,2004,Gd,3,257500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,1022,2054,Gd,2,244000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,2004,2004,PConc,744,1374,Gd,2,167000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,1007,1800,TA,2,179000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,819,1514,TA,2,190000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,1999,2000,PConc,774,1430,TA,2,156000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1999,1999,PConc,1223,2312,Gd,3,245000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1999,1999,PConc,892,1675,TA,2,181000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1999,1999,PConc,1022,2060,Gd,2,214000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,1999,1999,PConc,774,1430,TA,2,168000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1999,1999,PConc,1268,2365,Gd,3,337000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1995,1996,PConc,1490,2794,Ex,3,403000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,2000,2000,PConc,1466,2687,Gd,3,327000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1998,1998,PConc,1310,2450,Gd,3,340000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1998,1999,PConc,1276,2612,Gd,3,336000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1996,1997,PConc,1277,2344,Gd,3,265000
RL,Pave,Lvl,NoRidge,1Fam,1Story,8,1994,1995,PConc,2063,2063,Gd,3,315000
RL,Pave,Low,NoRidge,1Fam,2Story,7,1993,1993,PConc,1372,2646,Gd,3,260000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1995,1996,PConc,1094,2061,Gd,2,260000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1993,1994,PConc,1215,2232,Gd,2,263550
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1994,2005,PConc,1686,2448,Gd,3,402000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1994,1994,PConc,979,1850,Gd,2,248000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2008,2009,PConc,1468,1468,Gd,3,244600
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2008,2008,PConc,1696,1696,Gd,3,275000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2008,2008,PConc,1658,1658,Gd,3,257500
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2008,2009,PConc,1578,1578,Ex,3,287090
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1702,1702,Gd,3,275500
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1432,1432,Gd,2,245000
RL,Pave,Lvl,Somerst,1Fam,2Story,7,2005,2005,PConc,1113,1971,Gd,2,253000
RL,Pave,Lvl,Somerst,1Fam,1Story,9,2005,2006,PConc,2490,2490,Ex,3,468000
